team,team_name,date,result,opponent,home,points
DAL,Dallas Mavericks,2024-01-13,L,NOP,True,108
DAL,Dallas Mavericks,2024-01-11,W,NYK,True,128
DAL,Dallas Mavericks,2024-01-09,L,MEM,True,103
DAL,Dallas Mavericks,2024-01-07,W,MIN,True,115
DAL,Dallas Mavericks,2024-01-05,W,POR,True,139
DAL,Dallas Mavericks,2024-01-03,W,POR,True,126
DAL,Dallas Mavericks,2024-01-01,L,UTA,False,90
DAL,Dallas Mavericks,2023-12-30,W,GSW,False,132
DAL,Dallas Mavericks,2023-12-28,L,MIN,False,110
DAL,Dallas Mavericks,2023-12-27,L,CLE,True,110
DAL,Dallas Mavericks,2023-12-25,W,PHX,False,128
DAL,Dallas Mavericks,2023-12-23,W,SAS,True,144
DAL,Dallas Mavericks,2023-12-22,L,HOU,False,96
DAL,Dallas Mavericks,2023-12-20,L,LAC,True,111
DAL,Dallas Mavericks,2023-12-18,L,DEN,False,104
DAL,Dallas Mavericks,2023-12-16,W,POR,False,131
DAL,Dallas Mavericks,2023-12-14,L,MIN,True,101
DAL,Dallas Mavericks,2023-12-12,W,LAL,True,127
DAL,Dallas Mavericks,2023-12-11,W,MEM,False,120
DAL,Dallas Mavericks,2023-12-08,W,POR,False,125
DAL,Dallas Mavericks,2023-12-06,W,UTA,True,147
DAL,Dallas Mavericks,2023-12-02,L,OKC,True,120
DAL,Dallas Mavericks,2023-12-01,L,MEM,True,94
DAL,Dallas Mavericks,2023-11-28,W,HOU,True,121
DAL,Dallas Mavericks,2023-11-25,L,LAC,False,88
DAL,Dallas Mavericks,2023-11-22,W,LAL,False,104
DAL,Dallas Mavericks,2023-11-19,L,SAC,True,113
DAL,Dallas Mavericks,2023-11-18,L,MIL,False,125
DAL,Dallas Mavericks,2023-11-15,W,WAS,False,130
DAL,Dallas Mavericks,2023-11-14,L,NOP,False,110
DAL,Dallas Mavericks,2023-11-12,W,NOP,False,136
DAL,Dallas Mavericks,2023-11-10,W,LAC,True,144
DAL,Dallas Mavericks,2023-11-08,L,TOR,True,116
DAL,Dallas Mavericks,2023-11-06,W,ORL,False,117
DAL,Dallas Mavericks,2023-11-05,W,CHA,True,124
DAL,Dallas Mavericks,2023-11-03,L,DEN,False,114
DAL,Dallas Mavericks,2023-11-01,W,CHI,True,114
DAL,Dallas Mavericks,2023-10-30,W,MEM,False,125
DAL,Dallas Mavericks,2023-10-27,W,BKN,True,125
DAL,Dallas Mavericks,2023-10-25,W,SAS,False,126
DEN,Denver Nuggets,2024-04-14,W,MEM,False,126
DEN,Denver Nuggets,2024-04-12,L,SAS,False,120
DEN,Denver Nuggets,2024-04-10,W,MIN,True,116
DEN,Denver Nuggets,2024-04-09,W,UTA,False,111
DEN,Denver Nuggets,2024-04-06,W,ATL,True,142
DEN,Denver Nuggets,2024-04-04,L,LAC,False,100
DEN,Denver Nuggets,2024-04-02,W,SAS,True,110
DEN,Denver Nuggets,2024-03-31,W,CLE,True,130
DEN,Denver Nuggets,2024-03-29,L,MIN,True,98
DEN,Denver Nuggets,2024-03-27,L,PHX,True,97
DEN,Denver Nuggets,2024-03-25,W,MEM,True,128
DEN,Denver Nuggets,2024-03-23,W,POR,False,114
DEN,Denver Nuggets,2024-03-21,W,NYK,True,113
DEN,Denver Nuggets,2024-03-19,W,MIN,False,115
DEN,Denver Nuggets,2024-03-17,L,DAL,False,105
DEN,Denver Nuggets,2024-03-15,W,SAS,False,117
DEN,Denver Nuggets,2024-03-13,W,MIA,False,100
DEN,Denver Nuggets,2024-03-11,W,TOR,True,125
DEN,Denver Nuggets,2024-03-09,W,UTA,True,142
DEN,Denver Nuggets,2024-03-07,W,BOS,True,115
DEN,Denver Nuggets,2024-03-05,L,PHX,True,107
DEN,Denver Nuggets,2024-03-02,W,LAL,False,124
DEN,Denver Nuggets,2024-02-29,W,MIA,True,103
DEN,Denver Nuggets,2024-02-28,W,SAC,True,117
DEN,Denver Nuggets,2024-02-25,W,GSW,False,119
DEN,Denver Nuggets,2024-02-23,W,POR,False,127
DEN,Denver Nuggets,2024-02-22,W,WAS,True,130
DEN,Denver Nuggets,2024-02-14,L,SAC,True,98
DEN,Denver Nuggets,2024-02-12,L,MIL,False,95
DEN,Denver Nuggets,2024-02-09,L,SAC,False,106
DEN,Denver Nuggets,2024-02-08,W,LAL,False,114
DEN,Denver Nuggets,2024-02-04,W,POR,True,112
DEN,Denver Nuggets,2024-02-02,W,POR,True,120
DEN,Denver Nuggets,2024-01-31,L,OKC,False,100
DEN,Denver Nuggets,2024-01-29,W,MIL,True,113
DEN,Denver Nuggets,2024-01-27,W,PHI,True,111
DEN,Denver Nuggets,2024-01-25,L,NYK,False,84
DEN,Denver Nuggets,2024-01-23,W,IND,False,114
DEN,Denver Nuggets,2024-01-21,W,WAS,False,113
DEN,Denver Nuggets,2024-01-19,W,BOS,False,102
DEN,Denver Nuggets,2024-01-16,L,PHI,False,121
DEN,Denver Nuggets,2024-01-14,W,IND,True,117
DEN,Denver Nuggets,2024-01-12,W,NOP,True,125
DEN,Denver Nuggets,2024-01-10,L,UTA,False,111
DEN,Denver Nuggets,2024-01-07,W,DET,True,131
DEN,Denver Nuggets,2024-01-05,L,ORL,True,120
DEN,Denver Nuggets,2024-01-04,W,GSW,False,130
DEN,Denver Nuggets,2024-01-01,W,CHA,True,111
DEN,Denver Nuggets,2023-12-29,L,OKC,True,93
DEN,Denver Nuggets,2023-12-28,W,MEM,True,142
DEN,Denver Nuggets,2023-12-25,W,GSW,True,120
DEN,Denver Nuggets,2023-12-23,W,CHA,False,102
DEN,Denver Nuggets,2023-12-22,W,BKN,False,122
DEN,Denver Nuggets,2023-12-20,W,TOR,False,113
DEN,Denver Nuggets,2023-12-18,W,DAL,True,130
DEN,Denver Nuggets,2023-12-16,L,OKC,True,117
DEN,Denver Nuggets,2023-12-14,W,BKN,True,124
DEN,Denver Nuggets,2023-12-12,W,CHI,False,114
DEN,Denver Nuggets,2023-12-11,W,ATL,False,129
DEN,Denver Nuggets,2023-12-08,L,HOU,True,106
DEN,Denver Nuggets,2023-12-06,L,LAC,False,102
DEN,Denver Nuggets,2023-12-02,L,SAC,False,117
DEN,Denver Nuggets,2023-12-01,W,PHX,False,119
DEN,Denver Nuggets,2023-11-29,W,HOU,True,134
DEN,Denver Nuggets,2023-11-27,W,LAC,False,113
DEN,Denver Nuggets,2023-11-26,W,SAS,True,132
DEN,Denver Nuggets,2023-11-24,L,HOU,False,86
DEN,Denver Nuggets,2023-11-22,L,ORL,False,119
DEN,Denver Nuggets,2023-11-20,W,DET,False,107
DEN,Denver Nuggets,2023-11-19,L,CLE,False,109
DEN,Denver Nuggets,2023-11-17,L,NOP,False,110
DEN,Denver Nuggets,2023-11-14,W,LAC,True,111
DEN,Denver Nuggets,2023-11-12,L,HOU,False,104
DEN,Denver Nuggets,2023-11-08,W,GSW,True,108
DEN,Denver Nuggets,2023-11-06,W,NOP,True,134
DEN,Denver Nuggets,2023-11-04,W,CHI,True,123
DEN,Denver Nuggets,2023-11-03,W,DAL,True,125
DEN,Denver Nuggets,2023-11-01,L,MIN,False,89
DEN,Denver Nuggets,2023-10-30,W,UTA,True,110
DEN,Denver Nuggets,2023-10-29,W,OKC,False,128
DEN,Denver Nuggets,2023-10-27,W,MEM,False,108
DEN,Denver Nuggets,2023-10-24,W,LAL,True,119
GSW,Golden State Warriors,2024-04-14,W,UTA,True,123
GSW,Golden State Warriors,2024-04-12,L,NOP,True,109
GSW,Golden State Warriors,2024-04-11,W,POR,False,100
GSW,Golden State Warriors,2024-04-09,W,LAL,False,134
GSW,Golden State Warriors,2024-04-07,W,UTA,True,118
GSW,Golden State Warriors,2024-04-05,L,DAL,False,106
GSW,Golden State Warriors,2024-04-04,W,HOU,False,133
GSW,Golden State Warriors,2024-04-02,W,DAL,True,104
GSW,Golden State Warriors,2024-03-31,W,SAS,False,117
GSW,Golden State Warriors,2024-03-29,W,CHA,False,115
GSW,Golden State Warriors,2024-03-27,W,ORL,False,101
GSW,Golden State Warriors,2024-03-26,W,MIA,False,113
GSW,Golden State Warriors,2024-03-24,L,MIN,False,110
GSW,Golden State Warriors,2024-03-22,L,IND,True,111
GSW,Golden State Warriors,2024-03-20,W,MEM,True,137
GSW,Golden State Warriors,2024-03-18,L,NYK,True,112
GSW,Golden State Warriors,2024-03-16,W,LAL,False,128
GSW,Golden State Warriors,2024-03-13,L,DAL,False,99
GSW,Golden State Warriors,2024-03-11,W,SAS,False,112
GSW,Golden State Warriors,2024-03-09,L,SAS,True,113
GSW,Golden State Warriors,2024-03-07,L,CHI,True,122
GSW,Golden State Warriors,2024-03-06,W,MIL,True,125
GSW,Golden State Warriors,2024-03-03,L,BOS,False,88
GSW,Golden State Warriors,2024-03-01,W,TOR,False,120
GSW,Golden State Warriors,2024-02-29,W,NYK,False,110
GSW,Golden State Warriors,2024-02-27,W,WAS,False,123
GSW,Golden State Warriors,2024-02-25,L,DEN,True,103
GSW,Golden State Warriors,2024-02-23,W,CHA,True,97
GSW,Golden State Warriors,2024-02-22,W,LAL,True,128
GSW,Golden State Warriors,2024-02-15,W,UTA,False,140
GSW,Golden State Warriors,2024-02-14,L,LAC,True,125
GSW,Golden State Warriors,2024-02-12,W,UTA,False,129
GSW,Golden State Warriors,2024-02-10,W,PHX,True,113
GSW,Golden State Warriors,2024-02-08,W,IND,False,131
GSW,Golden State Warriors,2024-02-07,W,PHI,False,127
GSW,Golden State Warriors,2024-02-05,W,BKN,False,109
GSW,Golden State Warriors,2024-02-03,L,ATL,False,134
GSW,Golden State Warriors,2024-02-02,W,MEM,False,121
GSW,Golden State Warriors,2024-01-30,W,PHI,True,119
GSW,Golden State Warriors,2024-01-27,L,LAL,True,144
GSW,Golden State Warriors,2024-01-25,L,SAC,True,133
GSW,Golden State Warriors,2024-01-24,W,ATL,True,134
GSW,Golden State Warriors,2024-01-15,L,MEM,False,107
GSW,Golden State Warriors,2024-01-13,L,MIL,False,118
GSW,Golden State Warriors,2024-01-12,W,CHI,False,140
GSW,Golden State Warriors,2024-01-10,L,NOP,True,105
GSW,Golden State Warriors,2024-01-07,L,TOR,True,118
GSW,Golden State Warriors,2024-01-05,W,DET,True,113
GSW,Golden State Warriors,2024-01-04,L,DEN,True,127
GSW,Golden State Warriors,2024-01-02,W,ORL,True,121
GSW,Golden State Warriors,2023-12-30,L,DAL,True,122
GSW,Golden State Warriors,2023-12-28,L,MIA,True,102
GSW,Golden State Warriors,2023-12-25,L,DEN,False,114
GSW,Golden State Warriors,2023-12-23,W,POR,True,126
GSW,Golden State Warriors,2023-12-22,W,WAS,True,129
GSW,Golden State Warriors,2023-12-19,W,BOS,True,132
GSW,Golden State Warriors,2023-12-17,W,POR,False,118
GSW,Golden State Warriors,2023-12-16,W,BKN,True,124
GSW,Golden State Warriors,2023-12-14,L,LAC,False,113
GSW,Golden State Warriors,2023-12-12,L,PHX,False,116
GSW,Golden State Warriors,2023-12-08,L,OKC,False,136
GSW,Golden State Warriors,2023-12-06,W,POR,True,110
GSW,Golden State Warriors,2023-12-02,L,LAC,False,112
GSW,Golden State Warriors,2023-11-30,W,LAC,True,120
GSW,Golden State Warriors,2023-11-28,L,SAC,False,123
GSW,Golden State Warriors,2023-11-24,W,SAS,True,118
GSW,Golden State Warriors,2023-11-22,L,PHX,False,115
GSW,Golden State Warriors,2023-11-20,W,HOU,True,121
GSW,Golden State Warriors,2023-11-18,L,OKC,True,123
GSW,Golden State Warriors,2023-11-16,L,OKC,True,109
GSW,Golden State Warriors,2023-11-14,L,MIN,True,101
GSW,Golden State Warriors,2023-11-12,L,MIN,True,110
GSW,Golden State Warriors,2023-11-11,L,CLE,True,110
GSW,Golden State Warriors,2023-11-08,L,DEN,False,105
GSW,Golden State Warriors,2023-11-06,W,DET,False,120
GSW,Golden State Warriors,2023-11-05,L,CLE,False,104
GSW,Golden State Warriors,2023-11-03,W,OKC,False,141
GSW,Golden State Warriors,2023-11-01,W,SAC,True,102
GSW,Golden State Warriors,2023-10-30,W,NOP,False,130
GSW,Golden State Warriors,2023-10-29,W,HOU,False,106
GSW,Golden State Warriors,2023-10-27,W,SAC,False,122
GSW,Golden State Warriors,2023-10-24,L,PHX,True,104
HOU,Houston Rockets,2024-04-14,W,LAC,False,116
HOU,Houston Rockets,2024-04-12,W,POR,False,116
HOU,Houston Rockets,2024-04-11,L,UTA,False,121
HOU,Houston Rockets,2024-04-09,W,ORL,True,118
HOU,Houston Rockets,2024-04-07,L,DAL,False,136
HOU,Houston Rockets,2024-04-05,L,MIA,True,104
HOU,Houston Rockets,2024-04-04,L,GSW,True,110
HOU,Houston Rockets,2024-04-02,L,MIN,False,106
HOU,Houston Rockets,2024-03-31,L,DAL,True,107
HOU,Houston Rockets,2024-03-29,W,UTA,False,101
HOU,Houston Rockets,2024-03-27,W,OKC,False,132
HOU,Houston Rockets,2024-03-25,W,POR,True,110
HOU,Houston Rockets,2024-03-23,W,UTA,True,147
HOU,Houston Rockets,2024-03-21,W,CHI,True,127
HOU,Houston Rockets,2024-03-19,W,WAS,False,137
HOU,Houston Rockets,2024-03-16,W,CLE,True,117
HOU,Houston Rockets,2024-03-14,W,WAS,True,135
HOU,Houston Rockets,2024-03-12,W,SAS,False,103
HOU,Houston Rockets,2024-03-10,W,SAC,False,112
HOU,Houston Rockets,2024-03-08,W,POR,False,123
HOU,Houston Rockets,2024-03-06,L,LAC,True,116
HOU,Houston Rockets,2024-03-05,W,SAS,True,114
HOU,Houston Rockets,2024-03-02,W,PHX,False,118
HOU,Houston Rockets,2024-02-29,L,PHX,False,105
HOU,Houston Rockets,2024-02-27,L,OKC,False,95
HOU,Houston Rockets,2024-02-25,L,OKC,True,110
HOU,Houston Rockets,2024-02-23,W,PHX,True,114
HOU,Houston Rockets,2024-02-22,L,NOP,False,105
HOU,Houston Rockets,2024-02-14,L,MEM,False,113
HOU,Houston Rockets,2024-02-12,W,NYK,True,105
HOU,Houston Rockets,2024-02-10,L,ATL,False,113
HOU,Houston Rockets,2024-02-09,L,TOR,False,104
HOU,Houston Rockets,2024-02-06,L,IND,False,129
HOU,Houston Rockets,2024-02-04,L,MIN,False,90
HOU,Houston Rockets,2024-02-02,W,TOR,True,135
HOU,Houston Rockets,2024-01-31,L,NOP,True,99
HOU,Houston Rockets,2024-01-29,W,LAL,True,135
HOU,Houston Rockets,2024-01-27,L,BKN,False,104
HOU,Houston Rockets,2024-01-26,W,CHA,False,138
HOU,Houston Rockets,2024-01-24,L,POR,True,131
HOU,Houston Rockets,2024-01-21,L,BOS,True,107
HOU,Houston Rockets,2024-01-20,W,UTA,True,127
HOU,Houston Rockets,2024-01-17,L,NYK,False,94
HOU,Houston Rockets,2024-01-15,L,PHI,False,115
HOU,Houston Rockets,2024-01-13,L,BOS,False,113
HOU,Houston Rockets,2024-01-12,W,DET,False,112
HOU,Houston Rockets,2024-01-10,L,CHI,False,119
HOU,Houston Rockets,2024-01-08,L,MIA,False,113
HOU,Houston Rockets,2024-01-06,W,MIL,True,112
HOU,Houston Rockets,2024-01-05,L,MIN,True,95
HOU,Houston Rockets,2024-01-03,W,BKN,True,112
HOU,Houston Rockets,2024-01-01,W,DET,True,136
HOU,Houston Rockets,2023-12-29,L,PHI,True,127
HOU,Houston Rockets,2023-12-27,L,PHX,True,113
HOU,Houston Rockets,2023-12-26,L,IND,True,117
HOU,Houston Rockets,2023-12-23,W,NOP,False,106
HOU,Houston Rockets,2023-12-22,W,DAL,True,122
HOU,Houston Rockets,2023-12-20,L,ATL,True,127
HOU,Houston Rockets,2023-12-18,L,CLE,False,130
HOU,Houston Rockets,2023-12-17,L,MIL,False,119
HOU,Houston Rockets,2023-12-15,W,MEM,False,103
HOU,Houston Rockets,2023-12-13,W,MEM,True,117
HOU,Houston Rockets,2023-12-11,W,SAS,True,93
HOU,Houston Rockets,2023-12-08,W,DEN,False,114
HOU,Houston Rockets,2023-12-06,W,OKC,True,110
HOU,Houston Rockets,2023-12-02,L,LAL,False,97
HOU,Houston Rockets,2023-11-29,L,DEN,False,124
HOU,Houston Rockets,2023-11-28,L,DAL,False,115
HOU,Houston Rockets,2023-11-24,W,DEN,True,105
HOU,Houston Rockets,2023-11-22,W,MEM,True,111
HOU,Houston Rockets,2023-11-20,L,GSW,False,116
HOU,Houston Rockets,2023-11-19,L,LAL,False,104
HOU,Houston Rockets,2023-11-17,L,LAC,False,100
HOU,Houston Rockets,2023-11-12,W,DEN,True,107
HOU,Houston Rockets,2023-11-10,W,NOP,True,104
HOU,Houston Rockets,2023-11-08,W,LAL,True,128
HOU,Houston Rockets,2023-11-06,W,SAC,True,122
HOU,Houston Rockets,2023-11-04,W,SAC,True,107
HOU,Houston Rockets,2023-11-01,W,CHA,True,128
HOU,Houston Rockets,2023-10-29,L,GSW,True,95
HOU,Houston Rockets,2023-10-27,L,SAS,False,122
HOU,Houston Rockets,2023-10-25,L,ORL,False,86
LAC,Los Angeles Clippers,2024-04-14,L,HOU,True,105
LAC,Los Angeles Clippers,2024-04-12,L,UTA,True,109
LAC,Los Angeles Clippers,2024-04-10,L,PHX,True,108
LAC,Los Angeles Clippers,2024-04-09,W,PHX,False,105
LAC,Los Angeles Clippers,2024-04-07,W,CLE,True,120
LAC,Los Angeles Clippers,2024-04-05,W,UTA,True,131
LAC,Los Angeles Clippers,2024-04-04,W,DEN,True,102
LAC,Los Angeles Clippers,2024-04-02,L,SAC,False,95
LAC,Los Angeles Clippers,2024-03-31,W,CHA,False,130
LAC,Los Angeles Clippers,2024-03-29,W,ORL,False,100
LAC,Los Angeles Clippers,2024-03-27,W,PHI,False,108
LAC,Los Angeles Clippers,2024-03-25,L,IND,True,116
LAC,Los Angeles Clippers,2024-03-24,L,PHI,True,107
LAC,Los Angeles Clippers,2024-03-22,W,POR,False,125
LAC,Los Angeles Clippers,2024-03-20,W,POR,False,116
LAC,Los Angeles Clippers,2024-03-17,L,ATL,True,93
LAC,Los Angeles Clippers,2024-03-15,L,NOP,False,104
LAC,Los Angeles Clippers,2024-03-14,W,CHI,False,126
LAC,Los Angeles Clippers,2024-03-12,L,MIN,True,100
LAC,Los Angeles Clippers,2024-03-10,L,MIL,True,117
LAC,Los Angeles Clippers,2024-03-09,W,CHI,True,112
LAC,Los Angeles Clippers,2024-03-06,W,HOU,False,122
LAC,Los Angeles Clippers,2024-03-04,L,MIL,False,106
LAC,Los Angeles Clippers,2024-03-03,W,MIN,False,89
LAC,Los Angeles Clippers,2024-03-01,W,WAS,True,140
LAC,Los Angeles Clippers,2024-02-28,L,LAL,True,112
LAC,Los Angeles Clippers,2024-02-25,L,SAC,True,107
LAC,Los Angeles Clippers,2024-02-23,W,MEM,False,101
LAC,Los Angeles Clippers,2024-02-22,L,OKC,False,107
LAC,Los Angeles Clippers,2024-02-14,W,GSW,False,130
LAC,Los Angeles Clippers,2024-02-12,L,MIN,True,100
LAC,Los Angeles Clippers,2024-02-10,W,DET,True,112
LAC,Los Angeles Clippers,2024-02-07,L,NOP,True,106
LAC,Los Angeles Clippers,2024-02-05,W,ATL,False,149
LAC,Los Angeles Clippers,2024-02-04,W,MIA,False,103
LAC,Los Angeles Clippers,2024-02-02,W,DET,False,136
LAC,Los Angeles Clippers,2024-01-31,W,WAS,False,125
LAC,Los Angeles Clippers,2024-01-29,L,CLE,False,108
LAC,Los Angeles Clippers,2024-01-27,W,BOS,False,115
LAC,Los Angeles Clippers,2024-01-26,W,TOR,False,127
LAC,Los Angeles Clippers,2024-01-23,W,LAL,True,127
LAC,Los Angeles Clippers,2024-01-21,W,BKN,True,125
LAC,Los Angeles Clippers,2024-01-16,W,OKC,True,128
LAC,Los Angeles Clippers,2024-01-14,L,MIN,False,105
LAC,Los Angeles Clippers,2024-01-12,W,MEM,False,128
LAC,Los Angeles Clippers,2024-01-10,W,TOR,True,126
LAC,Los Angeles Clippers,2024-01-08,W,PHX,True,138
LAC,Los Angeles Clippers,2024-01-07,L,LAL,False,103
LAC,Los Angeles Clippers,2024-01-05,W,NOP,False,111
LAC,Los Angeles Clippers,2024-01-03,W,PHX,False,131
LAC,Los Angeles Clippers,2024-01-01,W,MIA,True,121
LAC,Los Angeles Clippers,2023-12-29,W,MEM,True,117
LAC,Los Angeles Clippers,2023-12-26,W,CHA,True,113
LAC,Los Angeles Clippers,2023-12-23,L,BOS,True,108
LAC,Los Angeles Clippers,2023-12-21,L,OKC,False,115
LAC,Los Angeles Clippers,2023-12-20,W,DAL,False,120
LAC,Los Angeles Clippers,2023-12-18,W,IND,False,151
LAC,Los Angeles Clippers,2023-12-16,W,NYK,True,144
LAC,Los Angeles Clippers,2023-12-14,W,GSW,True,121
LAC,Los Angeles Clippers,2023-12-12,W,SAC,True,119
LAC,Los Angeles Clippers,2023-12-11,W,POR,True,132
LAC,Los Angeles Clippers,2023-12-08,W,UTA,False,117
LAC,Los Angeles Clippers,2023-12-06,W,DEN,True,111
LAC,Los Angeles Clippers,2023-12-02,W,GSW,True,113
LAC,Los Angeles Clippers,2023-11-30,L,GSW,False,114
LAC,Los Angeles Clippers,2023-11-29,W,SAC,False,131
LAC,Los Angeles Clippers,2023-11-27,L,DEN,True,104
LAC,Los Angeles Clippers,2023-11-25,W,DAL,True,107
LAC,Los Angeles Clippers,2023-11-24,L,NOP,True,106
LAC,Los Angeles Clippers,2023-11-22,W,SAS,False,109
LAC,Los Angeles Clippers,2023-11-20,W,SAS,False,124
LAC,Los Angeles Clippers,2023-11-17,W,HOU,True,106
LAC,Los Angeles Clippers,2023-11-14,L,DEN,False,108
LAC,Los Angeles Clippers,2023-11-12,L,MEM,True,101
LAC,Los Angeles Clippers,2023-11-10,L,DAL,False,126
LAC,Los Angeles Clippers,2023-11-08,L,BKN,False,93
LAC,Los Angeles Clippers,2023-11-06,L,NYK,False,97
LAC,Los Angeles Clippers,2023-11-01,L,LAL,False,125
LAC,Los Angeles Clippers,2023-10-31,W,ORL,True,118
LAC,Los Angeles Clippers,2023-10-29,W,SAS,True,123
LAC,Los Angeles Clippers,2023-10-27,L,UTA,False,118
LAC,Los Angeles Clippers,2023-10-25,W,POR,True,123
LAL,Los Angeles Lakers,2024-04-14,W,NOP,False,124
LAL,Los Angeles Lakers,2024-04-12,W,MEM,False,123
LAL,Los Angeles Lakers,2024-04-09,L,GSW,True,120
LAL,Los Angeles Lakers,2024-04-07,L,MIN,True,117
LAL,Los Angeles Lakers,2024-04-06,W,CLE,True,116
LAL,Los Angeles Lakers,2024-04-03,W,WAS,False,125
LAL,Los Angeles Lakers,2024-04-02,W,TOR,False,128
LAL,Los Angeles Lakers,2024-03-31,W,BKN,False,116
LAL,Los Angeles Lakers,2024-03-29,L,IND,False,90
LAL,Los Angeles Lakers,2024-03-27,W,MEM,False,136
LAL,Los Angeles Lakers,2024-03-26,W,MIL,False,128
LAL,Los Angeles Lakers,2024-03-24,W,IND,True,150
LAL,Los Angeles Lakers,2024-03-22,W,PHI,True,101
LAL,Los Angeles Lakers,2024-03-18,W,ATL,True,136
LAL,Los Angeles Lakers,2024-03-16,L,GSW,True,121
LAL,Los Angeles Lakers,2024-03-13,L,SAC,False,107
LAL,Los Angeles Lakers,2024-03-10,W,MIN,True,120
LAL,Los Angeles Lakers,2024-03-08,W,MIL,True,123
LAL,Los Angeles Lakers,2024-03-06,L,SAC,True,120
LAL,Los Angeles Lakers,2024-03-04,W,OKC,True,116
LAL,Los Angeles Lakers,2024-03-02,L,DEN,True,114
LAL,Los Angeles Lakers,2024-02-29,W,WAS,True,134
LAL,Los Angeles Lakers,2024-02-28,W,LAC,False,116
LAL,Los Angeles Lakers,2024-02-25,L,PHX,False,113
LAL,Los Angeles Lakers,2024-02-23,W,SAS,True,123
LAL,Los Angeles Lakers,2024-02-22,L,GSW,False,110
LAL,Los Angeles Lakers,2024-02-14,W,UTA,False,138
LAL,Los Angeles Lakers,2024-02-13,W,DET,True,125
LAL,Los Angeles Lakers,2024-02-09,W,NOP,True,139
LAL,Los Angeles Lakers,2024-02-08,L,DEN,True,106
LAL,Los Angeles Lakers,2024-02-05,W,CHA,False,124
LAL,Los Angeles Lakers,2024-02-03,W,NYK,False,113
LAL,Los Angeles Lakers,2024-02-01,W,BOS,False,114
LAL,Los Angeles Lakers,2024-01-30,L,ATL,False,122
LAL,Los Angeles Lakers,2024-01-29,L,HOU,False,119
LAL,Los Angeles Lakers,2024-01-27,W,GSW,False,145
LAL,Los Angeles Lakers,2024-01-25,W,CHI,True,141
LAL,Los Angeles Lakers,2024-01-23,L,LAC,False,116
LAL,Los Angeles Lakers,2024-01-21,W,POR,True,134
LAL,Los Angeles Lakers,2024-01-19,L,BKN,True,112
LAL,Los Angeles Lakers,2024-01-17,W,DAL,True,127
LAL,Los Angeles Lakers,2024-01-15,W,OKC,True,112
LAL,Los Angeles Lakers,2024-01-13,L,UTA,False,125
LAL,Los Angeles Lakers,2024-01-11,L,PHX,True,109
LAL,Los Angeles Lakers,2024-01-09,W,TOR,True,132
LAL,Los Angeles Lakers,2024-01-07,W,LAC,True,106
LAL,Los Angeles Lakers,2024-01-05,L,MEM,True,113
LAL,Los Angeles Lakers,2024-01-03,L,MIA,True,96
LAL,Los Angeles Lakers,2023-12-31,L,NOP,False,109
LAL,Los Angeles Lakers,2023-12-30,L,MIN,False,106
LAL,Los Angeles Lakers,2023-12-28,W,CHA,True,133
LAL,Los Angeles Lakers,2023-12-25,L,BOS,True,115
LAL,Los Angeles Lakers,2023-12-23,W,OKC,False,129
LAL,Los Angeles Lakers,2023-12-21,L,MIN,False,111
LAL,Los Angeles Lakers,2023-12-20,L,CHI,False,108
LAL,Los Angeles Lakers,2023-12-18,L,NYK,True,109
LAL,Los Angeles Lakers,2023-12-15,L,SAS,False,115
LAL,Los Angeles Lakers,2023-12-13,W,SAS,False,122
LAL,Los Angeles Lakers,2023-12-12,L,DAL,False,125
LAL,Los Angeles Lakers,2023-12-07,W,NOP,True,133
LAL,Los Angeles Lakers,2023-12-05,W,PHX,True,106
LAL,Los Angeles Lakers,2023-12-02,W,HOU,True,107
LAL,Los Angeles Lakers,2023-11-30,L,OKC,False,110
LAL,Los Angeles Lakers,2023-11-29,W,DET,False,133
LAL,Los Angeles Lakers,2023-11-27,L,PHI,False,94
LAL,Los Angeles Lakers,2023-11-25,W,CLE,False,121
LAL,Los Angeles Lakers,2023-11-22,L,DAL,True,101
LAL,Los Angeles Lakers,2023-11-21,W,UTA,True,131
LAL,Los Angeles Lakers,2023-11-19,W,HOU,True,105
LAL,Los Angeles Lakers,2023-11-17,W,POR,False,107
LAL,Los Angeles Lakers,2023-11-15,L,SAC,True,110
LAL,Los Angeles Lakers,2023-11-14,W,MEM,True,134
LAL,Los Angeles Lakers,2023-11-12,W,POR,True,116
LAL,Los Angeles Lakers,2023-11-10,W,PHX,False,122
LAL,Los Angeles Lakers,2023-11-08,L,HOU,False,94
LAL,Los Angeles Lakers,2023-11-06,L,MIA,False,107
LAL,Los Angeles Lakers,2023-11-04,L,ORL,False,101
LAL,Los Angeles Lakers,2023-11-01,W,LAC,True,130
LAL,Los Angeles Lakers,2023-10-30,W,ORL,True,106
LAL,Los Angeles Lakers,2023-10-29,L,SAC,False,127
LAL,Los Angeles Lakers,2023-10-26,W,PHX,True,100
LAL,Los Angeles Lakers,2023-10-24,L,DEN,False,107
MIA,Miami Heat,2024-04-14,W,TOR,True,118
MIA,Miami Heat,2024-04-12,W,TOR,True,125
MIA,Miami Heat,2024-04-10,L,DAL,True,92
MIA,Miami Heat,2024-04-09,W,ATL,False,117
MIA,Miami Heat,2024-04-07,L,IND,False,115
MIA,Miami Heat,2024-04-05,W,HOU,False,119
MIA,Miami Heat,2024-04-04,L,PHI,True,105
MIA,Miami Heat,2024-04-02,W,NYK,True,109
