season,team,team_abb,player,position,games,minutes_per_game
2024-25,San Antonio Spurs,SAS,De'Aaron Fox,G,62,36.1
2024-25,San Antonio Spurs,SAS,Victor Wembanyama,F-C,46,33.2
2024-25,San Antonio Spurs,SAS,Devin Vassell,G-F,64,31.0
2024-25,San Antonio Spurs,SAS,Chris Paul,G,82,28.0
2024-25,San Antonio Spurs,SAS,Harrison Barnes,F,82,27.2
2024-25,San Antonio Spurs,SAS,Stephon Castle,G,81,26.7
2024-25,San Antonio Spurs,SAS,Jeremy Sochan,F,54,25.3
2024-25,San Antonio Spurs,SAS,Keldon Johnson,F-G,77,23.9
2024-25,San Antonio Spurs,SAS,Julian Champagnie,F,82,23.6
2024-25,San Antonio Spurs,SAS,Bismack Biyombo,C,28,18.8
2024-25,San Antonio Spurs,SAS,Blake Wesley,G,58,11.8
2024-25,San Antonio Spurs,SAS,Sandro Mamukelashvili,F-C,61,11.2
2024-25,San Antonio Spurs,SAS,Charles Bassey,C-F,36,10.4
2024-25,San Antonio Spurs,SAS,Malaki Branham,F,47,9.1
2024-25,San Antonio Spurs,SAS,Harrison Ingram,F,5,7.0
2024-25,San Antonio Spurs,SAS,Riley Minix,F,1,6.8
2024-25,San Antonio Spurs,SAS,Jordan McLaughlin,G,46,6.8
2024-25,San Antonio Spurs,SAS,David Duke Jr.,G,6,5.6
2024-25,Oklahoma City Thunder,OKC,Shai Gilgeous-Alexander,G,76,34.2
2024-25,Oklahoma City Thunder,OKC,Jalen Williams,G-F,69,32.4
2024-25,Oklahoma City Thunder,OKC,Luguentz Dort,G,71,29.2
2024-25,Oklahoma City Thunder,OKC,Isaiah Hartenstein,C-F,57,27.9
2024-25,Oklahoma City Thunder,OKC,Cason Wallace,G,68,27.6
2024-25,Oklahoma City Thunder,OKC,Chet Holmgren,C-F,32,27.4
2024-25,Oklahoma City Thunder,OKC,Aaron Wiggins,G,76,22.9
2024-25,Oklahoma City Thunder,OKC,Isaiah Joe,G,74,21.7
2024-25,Oklahoma City Thunder,OKC,Alex Caruso,G,54,19.3
2024-25,Oklahoma City Thunder,OKC,Jaylin Williams,F,47,16.7
2024-25,Oklahoma City Thunder,OKC,Ajay Mitchell,G,36,16.6
2024-25,Oklahoma City Thunder,OKC,Kenrich Williams,G-F,69,16.4
2024-25,Oklahoma City Thunder,OKC,Ousmane Dieng,F,37,10.9
2024-25,Oklahoma City Thunder,OKC,Dillon Jones,F,54,10.2
2024-25,Oklahoma City Thunder,OKC,Branden Carlson,C,32,7.7
2024-25,Oklahoma City Thunder,OKC,Alex Ducas,G,21,6.0
2024-25,Oklahoma City Thunder,OKC,Adam Flagler,G,37,5.5
2024-25,Oklahoma City Thunder,OKC,Nikola Topić,G,0,0.0
2024-25,Toronto Raptors,TOR,Brandon Ingram,F,18,33.1
2024-25,Toronto Raptors,TOR,Scottie Barnes,F-G,65,32.8
2024-25,Toronto Raptors,TOR,RJ Barrett,F-G,58,32.2
2024-25,Toronto Raptors,TOR,Jakob Poeltl,C,57,29.6
2024-25,Toronto Raptors,TOR,Gradey Dick,G-F,54,29.4
2024-25,Toronto Raptors,TOR,Immanuel Quickley,G,33,27.8
2024-25,Toronto Raptors,TOR,Ochai Agbaji,G,64,27.2
2024-25,Toronto Raptors,TOR,Ja'Kobe Walter,G,52,21.2
2024-25,Toronto Raptors,TOR,Jonathan Mogbo,F,63,20.4
2024-25,Toronto Raptors,TOR,Jamal Shead,G,75,19.6
2024-25,Toronto Raptors,TOR,A.J. Lawson,G,26,18.7
2024-25,Toronto Raptors,TOR,Jamison Battle,F,59,17.7
2024-25,Toronto Raptors,TOR,Chris Boucher,F,50,17.2
2024-25,Toronto Raptors,TOR,Colin Castleton,C,26,16.6
2024-25,Toronto Raptors,TOR,Jared Rhoden,G,14,16.2
2024-25,Toronto Raptors,TOR,Garrett Temple,G-F,28,8.1
2024-25,Toronto Raptors,TOR,Ulrich Chomche,C,7,4.6
2024-25,Utah Jazz,UTA,Keyonte George,G,67,31.5
2024-25,Utah Jazz,UTA,Lauri Markkanen,F-C,47,31.4
2024-25,Utah Jazz,UTA,John Collins,F-C,40,30.5
2024-25,Utah Jazz,UTA,Walker Kessler,C,58,30.0
2024-25,Utah Jazz,UTA,Collin Sexton,G,63,27.9
2024-25,Utah Jazz,UTA,Jordan Clarkson,G,37,26.0
2024-25,Utah Jazz,UTA,Isaiah Collier,G,71,25.9
2024-25,Utah Jazz,UTA,Taylor Hendricks,F,3,24.8
2024-25,Utah Jazz,UTA,Cody Williams,F,50,21.2
2024-25,Utah Jazz,UTA,KJ Martin,F,43,21.2
2024-25,Utah Jazz,UTA,Kyle Filipowski,C,72,21.1
2024-25,Utah Jazz,UTA,Brice Sensabaugh,F,71,20.2
2024-25,Utah Jazz,UTA,Svi Mykhailiuk,G-F,38,20.0
2024-25,Utah Jazz,UTA,Johnny Juzang,G,64,19.8
2024-25,Utah Jazz,UTA,Micah Potter,C,38,18.6
2024-25,Utah Jazz,UTA,Oscar Tshiebwe,F-C,14,18.2
2024-25,Utah Jazz,UTA,Elijah Harkless,G,10,13.8
2024-25,Utah Jazz,UTA,Jaden Springer,G,43,8.5
2024-25,Memphis Grizzlies,MEM,Ja Morant,G,50,30.4
2024-25,Memphis Grizzlies,MEM,Jaren Jackson Jr.,F-C,74,29.8
2024-25,Memphis Grizzlies,MEM,Kentavious Caldwell-Pope,G,77,29.6
2024-25,Memphis Grizzlies,MEM,Jaylen Wells,F,79,25.9
2024-25,Memphis Grizzlies,MEM,Santi Aldama,F-C,65,25.5
2024-25,Memphis Grizzlies,MEM,Luke Kennard,G,65,22.6
2024-25,Memphis Grizzlies,MEM,Zach Edey,C,66,21.5
2024-25,Memphis Grizzlies,MEM,Scotty Pippen Jr.,G,79,21.3
2024-25,Memphis Grizzlies,MEM,Brandon Clarke,F,64,18.9
2024-25,Memphis Grizzlies,MEM,Vince Williams Jr.,G,27,18.5
2024-25,Memphis Grizzlies,MEM,Cole Anthony,G,67,18.4
2024-25,Memphis Grizzlies,MEM,GG Jackson,F,29,15.8
2024-25,Memphis Grizzlies,MEM,John Konchar,G,46,12.1
2024-25,Memphis Grizzlies,MEM,Jay Huff,C,64,11.7
2024-25,Memphis Grizzlies,MEM,Cam Spencer,G,25,10.1
2024-25,Memphis Grizzlies,MEM,Lamar Stevens,F,17,9.1
2024-25,Memphis Grizzlies,MEM,Marvin Bagley III,F,31,8.6
2024-25,Memphis Grizzlies,MEM,Yuki Kawamura,G,22,4.2
2024-25,Memphis Grizzlies,MEM,Zyon Pullin,G,3,0.9
2024-25,Washington Wizards,WAS,Bilal Coulibaly,G,59,33.0
2024-25,Washington Wizards,WAS,Bub Carrington,G,82,30.0
2024-25,Washington Wizards,WAS,Jordan Poole,G,68,29.4
2024-25,Washington Wizards,WAS,Alex Sarr,C,67,27.1
2024-25,Washington Wizards,WAS,Kyshawn George,F,68,26.5
2024-25,Washington Wizards,WAS,Corey Kispert,F,61,26.3
2024-25,Washington Wizards,WAS,Malcolm Brogdon,G,24,23.5
2024-25,Washington Wizards,WAS,Khris Middleton,F,37,22.8
2024-25,Washington Wizards,WAS,AJ Johnson,G,29,22.0
2024-25,Washington Wizards,WAS,Justin Champagnie,G-F,62,21.6
2024-25,Washington Wizards,WAS,Marcus Smart,G,34,20.0
2024-25,Washington Wizards,WAS,Richaun Holmes,F,31,17.2
2024-25,Washington Wizards,WAS,Jaylen Martin,G,16,14.9
2024-25,Washington Wizards,WAS,Tristan Vukcevic,F,35,14.6
2024-25,Washington Wizards,WAS,Colby Jones,G,39,13.2
2024-25,Washington Wizards,WAS,JT Thor,F,20,12.5
2024-25,Washington Wizards,WAS,Anthony Gill,F,51,7.8
2024-25,Washington Wizards,WAS,Saddiq Bey,G-F,0,0.0
2024-25,Detroit Pistons,DET,Cade Cunningham,G,70,35.0
2024-25,Detroit Pistons,DET,Tobias Harris,F,73,31.6
2024-25,Detroit Pistons,DET,Jaden Ivey,G,30,29.9
2024-25,Detroit Pistons,DET,Dennis Schröder,G,75,28.1
2024-25,Detroit Pistons,DET,Tim Hardaway Jr.,G-F,77,28.0
2024-25,Detroit Pistons,DET,Malik Beasley,G,82,27.8
2024-25,Detroit Pistons,DET,Jalen Duren,C,78,26.1
2024-25,Detroit Pistons,DET,Ausar Thompson,G-F,59,22.5
2024-25,Detroit Pistons,DET,Tolu Smith,F,1,22.4
2024-25,Detroit Pistons,DET,Isaiah Stewart,F-C,72,19.9
2024-25,Detroit Pistons,DET,Ron Harper Jr.,G-F,1,17.0
2024-25,Detroit Pistons,DET,Simone Fontecchio,F,75,16.5
2024-25,Detroit Pistons,DET,Ronald Holland II,F,81,15.6
2024-25,Detroit Pistons,DET,Lindy Waters III,F,52,15.0
2024-25,Detroit Pistons,DET,Marcus Sasser,G,57,14.2
2024-25,Detroit Pistons,DET,Paul Reed,F,45,9.7
2024-25,Detroit Pistons,DET,Bobi Klintman,F,8,5.3
2024-25,Detroit Pistons,DET,Daniss Jenkins,G,7,3.2
2024-25,Charlotte Hornets,CHA,Brandon Miller,F,27,34.2
2024-25,Charlotte Hornets,CHA,LaMelo Ball,G,47,32.0
2024-25,Charlotte Hornets,CHA,Miles Bridges,F,64,31.7
2024-25,Charlotte Hornets,CHA,Grant Williams,F,16,29.9
2024-25,Charlotte Hornets,CHA,Josh Green,G,68,27.8
2024-25,Charlotte Hornets,CHA,Mark Williams,C,44,26.6
2024-25,Charlotte Hornets,CHA,Damion Baugh,G,15,24.7
2024-25,Charlotte Hornets,CHA,Tre Mann,G,13,24.5
2024-25,Charlotte Hornets,CHA,KJ Simpson,G,36,23.4
2024-25,Charlotte Hornets,CHA,DaQuan Jeffries,G-F,47,22.8
2024-25,Charlotte Hornets,CHA,Nick Smith Jr.,G,60,22.8
2024-25,Charlotte Hornets,CHA,Jusuf Nurkić,C,51,20.8
2024-25,Charlotte Hornets,CHA,Tidjane Salaün,F,60,20.7
2024-25,Charlotte Hornets,CHA,Moussa Diabaté,F,71,17.5
2024-25,Charlotte Hornets,CHA,Josh Okogie,G,40,15.6
2024-25,Charlotte Hornets,CHA,Seth Curry,G,68,15.6
2024-25,Charlotte Hornets,CHA,Wendell Moore Jr.,G,36,13.9
2024-25,Charlotte Hornets,CHA,Taj Gibson,F,37,11.1
